Date,Quantity_Prepared,Quantity_Sold,Quantity_Wasted,Corrected Item,Day_encoded,Original_Item,Item_burger,Item_maggi,Item_patties,Item_poha,Item_samosa,Item_sandwich,Recommended_Qty
2025-03-05,65,57.0,8,poha,2,poha,False,False,False,True,False,False,60.0
2025-03-05,40,31.0,12,maggi,2,maggi,False,True,False,False,False,False,33.0
2025-03-06,49,41.0,10,sandwich,3,sandwich,False,False,False,False,False,True,43.0
2025-03-06,52,49.0,5,samosa,3,samosa,False,False,False,False,True,False,51.0
2025-03-06,51,45.0,5,burger,3,burger,True,False,False,False,False,False,47.0
2025-03-06,29,20.0,7,maggi,3,maggi,False,True,False,False,False,False,21.0
2025-03-06,37,27.0,10,patties,3,patties,False,False,True,False,False,False,28.0
2025-03-06,29,27.0,1,poha,3,poha,False,False,False,True,False,False,28.0
2025-03-07,51,39.61980830670927,11,samosa,4,samosa,False,False,False,False,True,False,42.0
2025-03-07,59,53.0,6,sandwich,4,sandwich,False,False,False,False,False,True,56.0
2025-03-07,53,53.0,2,burger,4,burger,True,False,False,False,False,False,56.0
2025-03-07,64,60.0,2,maggi,4,maggi,False,True,False,False,False,False,63.0
2025-03-07,49,41.0,6,poha,4,poha,False,False,False,True,False,False,43.0
2025-03-07,54,51.0,2,patties,4,patties,False,False,True,False,False,False,54.0
2025-03-08,44,42.0,1,samosa,5,samosa,False,False,False,False,True,False,44.0
2025-03-08,44,40.0,5,sandwich,5,sandwich,False,False,False,False,False,True,42.0
2025-03-08,32,22.0,8,burger,5,burger,True,False,False,False,False,False,23.0
2025-03-08,34,25.0,12,maggi,5,maggi,False,True,False,False,False,False,26.0
2025-03-08,50,49.0,2,poha,5,poha,False,False,False,True,False,False,51.0
2025-03-08,53,44.0,7,patties,5,patties,False,False,True,False,False,False,46.0
2025-03-09,50,41.0,11,samosa,6,samosa,False,False,False,False,True,False,43.0
2025-03-09,34,27.0,6,sandwich,6,sandwich,False,False,False,False,False,True,28.0
2025-03-09,56,55.0,4,burger,6,burger,True,False,False,False,False,False,58.0
2025-03-09,34,31.0,2,maggi,6,maggi,False,True,False,False,False,False,33.0
2025-03-09,60,55.0,8,poha,6,poha,False,False,False,True,False,False,58.0
2025-03-09,21,21.0,0,patties,6,patties,False,False,True,False,False,False,22.0
2025-03-10,63,57.0,9,samosa,0,samosa,False,False,False,False,True,False,60.0
2025-03-10,65,58.0,5,sandwich,0,sandwich,False,False,False,False,False,True,61.0
2025-03-10,51,51.0,0,burger,0,burger,True,False,False,False,False,False,54.0
2025-03-10,33,30.0,6,maggi,0,maggi,False,True,False,False,False,False,32.0
2025-03-10,36,27.0,8,poha,0,poha,False,False,False,True,False,False,28.0
2025-03-10,28,22.0,9,patties,0,patties,False,False,True,False,False,False,23.0
2025-03-11,48,43.0,5,samosa,1,samosa,False,False,False,False,True,False,45.0
2025-03-11,37,34.0,5,sandwich,1,sandwich,False,False,False,False,False,True,36.0
2025-03-11,39,39.0,0,burger,1,burger,True,False,False,False,False,False,41.0
2025-03-11,35,35.0,3,maggi,1,maggi,False,True,False,False,False,False,37.0
2025-03-11,49,46.0,3,poha,1,poha,False,False,False,True,False,False,48.0
2025-03-11,61,53.0,6,patties,1,patties,False,False,True,False,False,False,56.0
2025-03-12,28,21.0,10,samosa,2,samosa,False,False,False,False,True,False,22.0
2025-03-12,68,59.0,7,sandwich,2,sandwich,False,False,False,False,False,True,62.0
2025-03-12,51,42.0,7,burger,2,burger,True,False,False,False,False,False,44.0
2025-03-12,49,43.0,8,maggi,2,maggi,False,True,False,False,False,False,45.0
2025-03-12,44,42.0,5,poha,2,poha,False,False,False,True,False,False,44.0
2025-03-12,42,42.0,3,patties,2,patties,False,False,True,False,False,False,44.0
2025-03-13,45,44.0,1,samosa,3,samosa,False,False,False,False,True,False,46.0
2025-03-13,55,46.0,10,sandwich,3,sandwich,False,False,False,False,False,True,48.0
2025-03-13,65,55.0,9,burger,3,burger,True,False,False,False,False,False,58.0
2025-03-13,34,33.0,2,maggi,3,maggi,False,True,False,False,False,False,35.0
2025-03-13,50,44.0,7,poha,3,poha,False,False,False,True,False,False,46.0
2025-03-13,45,38.0,9,patties,3,patties,False,False,True,False,False,False,40.0
2025-03-14,41,39.0,3,sandwich,4,sandwich,False,False,False,False,False,True,41.0
2025-03-14,57,53.0,6,samosa,4,samosa,False,False,False,False,True,False,56.0
2025-03-14,52,43.0,7,burger,4,burger,True,False,False,False,False,False,45.0
2025-03-14,28,25.0,1,maggi,4,maggi,False,True,False,False,False,False,26.0
2025-03-14,54,45.0,11,patties,4,patties,False,False,True,False,False,False,47.0
2025-03-14,42,32.0,13,poha,4,poha,False,False,False,True,False,False,34.0
2025-03-15,51,49.0,5,samosa,5,samosa,False,False,False,False,True,False,51.0
2025-03-15,70,60.0,12,sandwich,5,sandwich,False,False,False,False,False,True,63.0
2025-03-15,35,28.0,7,burger,5,burger,True,False,False,False,False,False,29.0
2025-03-15,25,22.0,2,maggi,5,maggi,False,True,False,False,False,False,23.0
2025-03-15,31,24.0,10,poha,5,poha,False,False,False,True,False,False,25.0
2025-03-15,34,27.0,7,patties,5,patties,False,False,True,False,False,False,28.0
2025-03-17,46,44.0,2,burger,0,burger,True,False,False,False,False,False,46.0
2025-03-17,32,29.0,2,sandwich,0,sandwich,False,False,False,False,False,True,30.0
2025-03-17,44,42.0,0,samosa,0,samosa,False,False,False,False,True,False,44.0
2025-03-17,68,60.0,9,maggi,0,maggi,False,True,False,False,False,False,63.0
2025-03-17,59,55.0,5,patties,0,patties,False,False,True,False,False,False,58.0
2025-03-17,38,29.0,8,poha,0,poha,False,False,False,True,False,False,30.0
2025-03-18,34,27.0,7,samosa,1,samosa,False,False,False,False,True,False,28.0
2025-03-18,42,40.0,0,sandwich,1,sandwich,False,False,False,False,False,True,42.0
2025-03-18,36,30.0,7,burger,1,burger,True,False,False,False,False,False,32.0
2025-03-18,54,52.0,3,maggi,1,maggi,False,True,False,False,False,False,55.0
2025-03-18,33,26.0,6,poha,1,poha,False,False,False,True,False,False,27.0
2025-03-18,49,39.0,9,patties,1,patties,False,False,True,False,False,False,41.0
2025-03-19,63,55.0,10,burger,2,burger,True,False,False,False,False,False,58.0
2025-03-19,44,43.0,2,maggi,2,maggi,False,True,False,False,False,False,45.0
2025-03-19,52,52.0,0,samosa,2,samosa,False,False,False,False,True,False,55.0
2025-03-19,49,39.61980830670927,8,sandwich,2,sandwich,False,False,False,False,False,True,42.0
2025-03-19,35,28.0,8,poha,2,poha,False,False,False,True,False,False,29.0
2025-03-19,23,22.0,2,patties,2,patties,False,False,True,False,False,False,23.0
2025-03-20,24,20.0,3,samosa,3,samosa,False,False,False,False,True,False,21.0
2025-03-20,54,53.0,3,sandwich,3,sandwich,False,False,False,False,False,True,56.0
2025-03-20,37,37.0,1,burger,3,burger,True,False,False,False,False,False,39.0
2025-03-20,58,56.0,3,maggi,3,maggi,False,True,False,False,False,False,59.0
2025-03-20,40,30.0,10,poha,3,poha,False,False,False,True,False,False,32.0
2025-03-20,56,52.0,4,patties,3,patties,False,False,True,False,False,False,55.0
2025-03-21,46,44.0,2,burger,4,burger,True,False,False,False,False,False,46.0
2025-03-21,63,60.0,5,sandwich,4,sandwich,False,False,False,False,False,True,63.0
2025-03-21,33,23.0,12,samosa,4,samosa,False,False,False,False,True,False,24.0
2025-03-21,36,27.0,9,patties,4,patties,False,False,True,False,False,False,28.0
2025-03-21,36,31.0,4,poha,4,poha,False,False,False,True,False,False,33.0
2025-03-21,49,40.0,7,maggi,4,maggi,False,True,False,False,False,False,42.0
2025-03-22,62,53.0,11,samosa,5,samosa,False,False,False,False,True,False,56.0
2025-03-22,50,40.0,10,sandwich,5,sandwich,False,False,False,False,False,True,42.0
2025-03-22,43,37.0,6,burger,5,burger,True,False,False,False,False,False,39.0
2025-03-22,59,52.0,10,maggi,5,maggi,False,True,False,False,False,False,55.0
2025-03-22,24,24.0,3,poha,5,poha,False,False,False,True,False,False,25.0
2025-03-22,33,33.0,3,patties,5,patties,False,False,True,False,False,False,35.0
2025-03-24,57,49.0,8,burger,0,burger,True,False,False,False,False,False,51.0
2025-03-24,47,40.0,6,sandwich,0,sandwich,False,False,False,False,False,True,42.0
2025-03-24,47,41.0,6,samosa,0,samosa,False,False,False,False,True,False,43.0
2025-03-24,36,28.0,10,patties,0,patties,False,False,True,False,False,False,29.0
2025-03-24,26,26.0,0,poha,0,poha,False,False,False,True,False,False,27.0
2025-03-24,48,39.0,10,maggi,0,maggi,False,True,False,False,False,False,41.0
2025-03-25,44,44.0,3,burger,1,burger,True,False,False,False,False,False,46.0
2025-03-25,40,32.0,10,samosa,1,samosa,False,False,False,False,True,False,34.0
2025-03-25,25,22.0,2,sandwich,1,sandwich,False,False,False,False,False,True,23.0
2025-03-25,58,55.0,4,patties,1,patties,False,False,True,False,False,False,58.0
2025-03-25,49,40.0,12,maggi,1,maggi,False,True,False,False,False,False,42.0
2025-03-25,28,21.0,9,poha,1,poha,False,False,False,True,False,False,22.0
2025-03-26,41,40.0,0,samosa,2,samosa,False,False,False,False,True,False,42.0
2025-03-26,42,39.0,3,sandwich,2,sandwich,False,False,False,False,False,True,41.0
2025-03-26,32,28.0,6,burger,2,burger,True,False,False,False,False,False,29.0
2025-03-26,36,34.0,4,maggi,2,maggi,False,True,False,False,False,False,36.0
2025-03-26,45,45.0,0,poha,2,poha,False,False,False,True,False,False,47.0
2025-03-26,54,39.61980830670927,4,patties,2,patties,False,False,True,False,False,False,42.0
2025-03-27,24,23.0,0,samosa,3,samosa,False,False,False,False,True,False,24.0
2025-03-27,50,47.0,3,sandwich,3,sandwich,False,False,False,False,False,True,49.0
2025-03-27,38,34.0,3,burger,3,burger,True,False,False,False,False,False,36.0
2025-03-27,56,53.0,6,maggi,3,maggi,False,True,False,False,False,False,56.0
2025-03-27,37,36.0,0,poha,3,poha,False,False,False,True,False,False,38.0
2025-03-27,38,35.0,2,patties,3,patties,False,False,True,False,False,False,37.0
2025-03-28,22,22.0,0,samosa,4,samosa,False,False,False,False,True,False,23.0
2025-03-28,37,30.0,7,sandwich,4,sandwich,False,False,False,False,False,True,32.0
2025-03-28,32,23.0,7,burger,4,burger,True,False,False,False,False,False,24.0
2025-03-28,52,51.0,0,maggi,4,maggi,False,True,False,False,False,False,54.0
2025-03-28,46,40.0,8,poha,4,poha,False,False,False,True,False,False,42.0
2025-03-28,68,60.0,10,patties,4,patties,False,False,True,False,False,False,63.0
2025-03-29,44,43.0,0,samosa,5,samosa,False,False,False,False,True,False,45.0
2025-03-29,49,40.0,7,sandwich,5,sandwich,False,False,False,False,False,True,42.0
2025-03-29,41,38.0,6,burger,5,burger,True,False,False,False,False,False,40.0
2025-03-29,62,58.0,4,maggi,5,maggi,False,True,False,False,False,False,61.0
2025-03-29,42,33.0,10,poha,5,poha,False,False,False,True,False,False,35.0
2025-03-29,42,33.0,9,patties,5,patties,False,False,True,False,False,False,35.0
2025-03-31,61,57.0,7,sandwich,0,sandwich,False,False,False,False,False,True,60.0
2025-03-31,27,20.0,10,samosa,0,samosa,False,False,False,False,True,False,21.0
2025-03-31,31,23.0,6,burger,0,burger,True,False,False,False,False,False,24.0
2025-03-31,53,45.0,8,maggi,0,maggi,False,True,False,False,False,False,47.0
2025-03-31,32,25.0,10,patties,0,patties,False,False,True,False,False,False,26.0
2025-03-31,49,48.0,1,poha,0,poha,False,False,False,True,False,False,50.0
2025-04-01,44,37.0,7,samosa,1,samosa,False,False,False,False,True,False,39.0
2025-04-01,32,26.0,7,sandwich,1,sandwich,False,False,False,False,False,True,27.0
2025-04-01,42,42.0,0,burger,1,burger,True,False,False,False,False,False,44.0
2025-04-01,43,43.0,1,maggi,1,maggi,False,True,False,False,False,False,45.0
2025-04-01,47,43.0,5,poha,1,poha,False,False,False,True,False,False,45.0
2025-04-01,37,32.0,7,patties,1,patties,False,False,True,False,False,False,34.0
2025-04-02,30,21.0,10,burger,2,burger,True,False,False,False,False,False,22.0
2025-04-02,32,22.0,10,sandwich,2,sandwich,False,False,False,False,False,True,23.0
2025-04-02,24,22.0,2,samosa,2,samosa,False,False,False,False,True,False,23.0
2025-04-02,57,55.0,1,maggi,2,maggi,False,True,False,False,False,False,58.0
2025-04-02,53,44.0,11,patties,2,patties,False,False,True,False,False,False,46.0
2025-04-02,59,56.0,1,poha,2,poha,False,False,False,True,False,False,59.0
2025-04-03,48,47.0,0,samosa,3,samosa,False,False,False,False,True,False,49.0
2025-04-03,61,59.0,2,sandwich,3,sandwich,False,False,False,False,False,True,62.0
2025-04-03,45,43.0,5,burger,3,burger,True,False,False,False,False,False,45.0
2025-04-03,41,37.0,3,maggi,3,maggi,False,True,False,False,False,False,39.0
2025-04-03,28,28.0,0,poha,3,poha,False,False,False,True,False,False,29.0
2025-04-03,58,57.0,3,patties,3,patties,False,False,True,False,False,False,60.0
2025-04-04,56,56.0,0,samosa,4,samosa,False,False,False,False,True,False,59.0
2025-04-04,61,55.0,8,sandwich,4,sandwich,False,False,False,False,False,True,58.0
2025-04-04,44,36.0,7,burger,4,burger,True,False,False,False,False,False,38.0
2025-04-04,38,34.0,3,maggi,4,maggi,False,True,False,False,False,False,36.0
2025-04-04,53,44.0,7,poha,4,poha,False,False,False,True,False,False,46.0
2025-04-04,40,40.0,0,patties,4,patties,False,False,True,False,False,False,42.0
2025-04-05,38,34.0,4,samosa,5,samosa,False,False,False,False,True,False,36.0
2025-04-05,60,53.0,5,sandwich,5,sandwich,False,False,False,False,False,True,56.0
2025-04-05,56,54.0,1,burger,5,burger,True,False,False,False,False,False,57.0
2025-04-05,26,26.0,0,maggi,5,maggi,False,True,False,False,False,False,27.0
2025-04-05,51,45.0,9,poha,5,poha,False,False,False,True,False,False,47.0
2025-04-05,40,30.0,12,patties,5,patties,False,False,True,False,False,False,32.0
2025-04-06,53,50.0,5,burger,6,burger,True,False,False,False,False,False,52.0
2025-04-06,56,54.0,4,samosa,6,samosa,False,False,False,False,True,False,57.0
2025-04-06,54,50.0,2,sandwich,6,sandwich,False,False,False,False,False,True,52.0
2025-04-06,46,41.0,3,poha,6,poha,False,False,False,True,False,False,43.0
2025-04-06,42,36.0,7,patties,6,patties,False,False,True,False,False,False,38.0
2025-04-06,24,24.0,0,maggi,6,maggi,False,True,False,False,False,False,25.0
2025-04-07,34,30.0,6,sandwich,0,sandwich,False,False,False,False,False,True,32.0
2025-04-07,33,23.0,11,burger,0,burger,True,False,False,False,False,False,24.0
2025-04-07,59,54.0,4,samosa,0,samosa,False,False,False,False,True,False,57.0
2025-04-07,59,59.0,3,maggi,0,maggi,False,True,False,False,False,False,62.0
2025-04-07,37,29.0,11,poha,0,poha,False,False,False,True,False,False,30.0
2025-04-07,48,40.0,7,patties,0,patties,False,False,True,False,False,False,42.0
2025-04-08,44,42.0,0,burger,1,burger,True,False,False,False,False,False,44.0
2025-04-08,33,25.0,8,sandwich,1,sandwich,False,False,False,False,False,True,26.0
2025-04-08,57,52.0,3,samosa,1,samosa,False,False,False,False,True,False,55.0
2025-04-08,59,53.0,8,patties,1,patties,False,False,True,False,False,False,56.0
2025-04-08,28,23.0,7,poha,1,poha,False,False,False,True,False,False,24.0
2025-04-08,42,38.0,2,maggi,1,maggi,False,True,False,False,False,False,40.0
2025-04-09,58,50.0,9,burger,2,burger,True,False,False,False,False,False,52.0
2025-04-09,36,29.0,5,samosa,2,samosa,False,False,False,False,True,False,30.0
2025-04-09,50,47.0,4,sandwich,2,sandwich,False,False,False,False,False,True,49.0
2025-04-09,30,21.0,9,patties,2,patties,False,False,True,False,False,False,22.0
2025-04-09,60,50.0,12,maggi,2,maggi,False,True,False,False,False,False,52.0
2025-04-09,53,52.0,2,poha,2,poha,False,False,False,True,False,False,55.0
2025-04-10,31,39.61980830670927,3,samosa,3,samosa,False,False,False,False,True,False,42.0
2025-04-10,64,59.0,7,sandwich,3,sandwich,False,False,False,False,False,True,62.0
2025-04-10,35,39.61980830670927,12,burger,3,burger,True,False,False,False,False,False,42.0
2025-04-10,45,39.0,6,maggi,3,maggi,False,True,False,False,False,False,41.0
2025-04-10,29,25.0,6,poha,3,poha,False,False,False,True,False,False,26.0
2025-04-10,51,43.0,10,patties,3,patties,False,False,True,False,False,False,45.0
2025-04-11,37,32.0,5,burger,4,burger,True,False,False,False,False,False,34.0
2025-04-11,30,25.0,3,samosa,4,samosa,False,False,False,False,True,False,26.0
2025-04-11,33,31.0,0,sandwich,4,sandwich,False,False,False,False,False,True,33.0
2025-04-11,35,27.0,9,poha,4,poha,False,False,False,True,False,False,28.0
2025-04-11,20,20.0,2,patties,4,patties,False,False,True,False,False,False,21.0
2025-04-11,50,48.0,2,maggi,4,maggi,False,True,False,False,False,False,50.0
2025-04-12,33,27.0,9,samosa,5,samosa,False,False,False,False,True,False,28.0
2025-04-12,53,46.0,10,sandwich,5,sandwich,False,False,False,False,False,True,48.0
2025-04-12,48,38.0,9,burger,5,burger,True,False,False,False,False,False,40.0
2025-04-12,34,39.61980830670927,3,maggi,5,maggi,False,True,False,False,False,False,42.0
2025-04-12,68,58.0,10,poha,5,poha,False,False,False,True,False,False,61.0
2025-04-12,58,58.0,3,patties,5,patties,False,False,True,False,False,False,61.0
2025-04-13,40,37.0,1,sandwich,6,sandwich,False,False,False,False,False,True,39.0
2025-04-13,28,21.0,9,burger,6,burger,True,False,False,False,False,False,22.0
2025-04-13,57,49.0,7,samosa,6,samosa,False,False,False,False,True,False,51.0
2025-04-13,46,45.0,0,poha,6,poha,False,False,False,True,False,False,47.0
2025-04-13,60,59.0,1,patties,6,patties,False,False,True,False,False,False,62.0
2025-04-13,47,41.0,9,maggi,6,maggi,False,True,False,False,False,False,43.0
2025-04-14,39,38.0,1,samosa,0,samosa,False,False,False,False,True,False,40.0
2025-04-14,41,39.0,3,sandwich,0,sandwich,False,False,False,False,False,True,41.0
2025-04-14,69,60.0,7,burger,0,burger,True,False,False,False,False,False,63.0
2025-04-14,25,21.0,3,maggi,0,maggi,False,True,False,False,False,False,22.0
2025-04-14,20,20.0,0,poha,0,poha,False,False,False,True,False,False,21.0
2025-04-14,35,29.0,7,patties,0,patties,False,False,True,False,False,False,30.0
2025-04-15,55,50.0,7,burger,1,burger,True,False,False,False,False,False,52.0
2025-04-15,36,27.0,7,sandwich,1,sandwich,False,False,False,False,False,True,28.0
2025-04-15,38,34.0,7,samosa,1,samosa,False,False,False,False,True,False,36.0
2025-04-15,22,21.0,3,patties,1,patties,False,False,True,False,False,False,22.0
2025-04-15,61,51.0,8,poha,1,poha,False,False,False,True,False,False,54.0
2025-04-15,37,34.0,1,maggi,1,maggi,False,True,False,False,False,False,36.0
2025-04-16,51,39.61980830670927,7,burger,2,burger,True,False,False,False,False,False,42.0
2025-04-16,63,53.0,11,samosa,2,samosa,False,False,False,False,True,False,56.0
2025-04-16,36,30.0,6,sandwich,2,sandwich,False,False,False,False,False,True,32.0
2025-04-16,26,26.0,0,poha,2,poha,False,False,False,True,False,False,27.0
2025-04-16,64,55.0,10,patties,2,patties,False,False,True,False,False,False,58.0
2025-04-16,62,54.0,7,maggi,2,maggi,False,True,False,False,False,False,57.0
2025-04-17,37,32.0,6,samosa,3,samosa,False,False,False,False,True,False,34.0
2025-04-17,57,39.61980830670927,7,sandwich,3,sandwich,False,False,False,False,False,True,42.0
2025-04-17,48,48.0,0,burger,3,burger,True,False,False,False,False,False,50.0
2025-04-17,65,58.0,10,maggi,3,maggi,False,True,False,False,False,False,61.0
2025-04-17,64,57.0,7,poha,3,poha,False,False,False,True,False,False,60.0
2025-04-17,42,35.0,10,patties,3,patties,False,False,True,False,False,False,37.0
2025-04-18,38,38.0,3,burger,4,burger,True,False,False,False,False,False,40.0
2025-04-18,37,30.0,8,samosa,4,samosa,False,False,False,False,True,False,32.0
2025-04-18,44,36.0,7,sandwich,4,sandwich,False,False,False,False,False,True,38.0
2025-04-18,62,39.61980830670927,6,poha,4,poha,False,False,False,True,False,False,42.0
2025-04-18,27,20.0,6,patties,4,patties,False,False,True,False,False,False,21.0
2025-04-18,52,46.0,4,maggi,4,maggi,False,True,False,False,False,False,48.0
2025-04-19,29,27.0,2,samosa,5,samosa,False,False,False,False,True,False,28.0
2025-04-19,61,53.0,9,sandwich,5,sandwich,False,False,False,False,False,True,56.0
2025-04-19,56,48.0,10,burger,5,burger,True,False,False,False,False,False,50.0
2025-04-19,50,44.0,8,maggi,5,maggi,False,True,False,False,False,False,46.0
2025-04-19,28,20.0,8,poha,5,poha,False,False,False,True,False,False,21.0
2025-04-19,27,23.0,5,patties,5,patties,False,False,True,False,False,False,24.0
2025-04-20,59,59.0,0,sandwich,6,sandwich,False,False,False,False,False,True,62.0
2025-04-20,37,28.0,10,burger,6,burger,True,False,False,False,False,False,29.0
2025-04-20,61,52.0,8,samosa,6,samosa,False,False,False,False,True,False,55.0
2025-04-20,56,46.0,12,poha,6,poha,False,False,False,True,False,False,48.0
2025-04-20,60,52.0,6,patties,6,patties,False,False,True,False,False,False,55.0
2025-04-20,32,28.0,7,maggi,6,maggi,False,True,False,False,False,False,29.0
2025-04-21,39,38.0,2,samosa,0,samosa,False,False,False,False,True,False,40.0
2025-04-21,40,40.0,3,sandwich,0,sandwich,False,False,False,False,False,True,42.0
2025-04-21,51,48.0,2,burger,0,burger,True,False,False,False,False,False,50.0
2025-04-21,45,44.0,0,maggi,0,maggi,False,True,False,False,False,False,46.0
2025-04-21,42,40.0,5,poha,0,poha,False,False,False,True,False,False,42.0
2025-04-21,53,43.0,11,patties,0,patties,False,False,True,False,False,False,45.0
2025-04-22,39,36.0,6,burger,1,burger,True,False,False,False,False,False,38.0
2025-04-22,43,40.0,4,sandwich,1,sandwich,False,False,False,False,False,True,42.0
2025-04-22,49,43.0,5,samosa,1,samosa,False,False,False,False,True,False,45.0
2025-04-22,61,53.0,6,patties,1,patties,False,False,True,False,False,False,56.0
2025-04-22,33,23.0,11,poha,1,poha,False,False,False,True,False,False,24.0
2025-04-22,58,58.0,0,maggi,1,maggi,False,True,False,False,False,False,61.0
2025-04-23,59,54.0,4,burger,2,burger,True,False,False,False,False,False,57.0
2025-04-23,52,46.0,6,samosa,2,samosa,False,False,False,False,True,False,48.0
2025-04-23,53,50.0,5,sandwich,2,sandwich,False,False,False,False,False,True,52.0
2025-04-23,55,54.0,0,poha,2,poha,False,False,False,True,False,False,57.0
2025-04-23,60,52.0,10,patties,2,patties,False,False,True,False,False,False,55.0
2025-04-23,41,33.0,7,maggi,2,maggi,False,True,False,False,False,False,35.0
2025-04-24,58,56.0,1,samosa,3,samosa,False,False,False,False,True,False,59.0
2025-04-24,31,24.0,5,sandwich,3,sandwich,False,False,False,False,False,True,25.0
2025-04-24,49,44.0,6,burger,3,burger,True,False,False,False,False,False,46.0
2025-04-24,62,52.0,11,maggi,3,maggi,False,True,False,False,False,False,55.0
2025-04-24,59,58.0,3,poha,3,poha,False,False,False,True,False,False,61.0
2025-04-24,32,27.0,7,patties,3,patties,False,False,True,False,False,False,28.0
2025-04-25,38,28.0,9,samosa,4,samosa,False,False,False,False,True,False,29.0
2025-04-25,48,47.0,3,sandwich,4,sandwich,False,False,False,False,False,True,49.0
2025-04-25,62,59.0,1,burger,4,burger,True,False,False,False,False,False,62.0
2025-04-25,58,53.0,7,maggi,4,maggi,False,True,False,False,False,False,56.0
2025-04-25,36,35.0,4,poha,4,poha,False,False,False,True,False,False,37.0
2025-04-25,47,39.0,11,patties,4,patties,False,False,True,False,False,False,41.0
2025-04-26,59,55.0,5,burger,5,burger,True,False,False,False,False,False,58.0
2025-04-26,42,39.0,4,sandwich,5,sandwich,False,False,False,False,False,True,41.0
2025-04-26,61,60.0,0,samosa,5,samosa,False,False,False,False,True,False,63.0
2025-04-26,41,32.0,12,maggi,5,maggi,False,True,False,False,False,False,34.0
2025-04-26,58,53.0,3,patties,5,patties,False,False,True,False,False,False,56.0
2025-04-26,29,24.0,3,poha,5,poha,False,False,False,True,False,False,25.0
2025-04-28,35,32.0,1,samosa,0,samosa,False,False,False,False,True,False,34.0
2025-04-28,28,25.0,5,sandwich,0,sandwich,False,False,False,False,False,True,26.0
2025-04-28,30,30.0,2,burger,0,burger,True,False,False,False,False,False,32.0
2025-04-28,29,24.0,3,maggi,0,maggi,False,True,False,False,False,False,25.0
2025-04-28,50,50.0,0,poha,0,poha,False,False,False,True,False,False,52.0
2025-04-28,56,47.0,8,patties,0,patties,False,False,True,False,False,False,49.0
2025-04-29,61,51.0,13,burger,1,burger,True,False,False,False,False,False,54.0
2025-04-29,25,24.0,3,samosa,1,samosa,False,False,False,False,True,False,25.0
2025-04-29,35,28.0,5,sandwich,1,sandwich,False,False,False,False,False,True,29.0
2025-04-29,31,30.0,2,poha,1,poha,False,False,False,True,False,False,32.0
2025-04-29,61,60.0,3,patties,1,patties,False,False,True,False,False,False,63.0
2025-04-29,25,23.0,1,maggi,1,maggi,False,True,False,False,False,False,24.0
2025-04-30,57,49.0,10,maggi,2,maggi,False,True,False,False,False,False,51.0
2025-04-30,37,39.61980830670927,12,poha,2,poha,False,False,False,True,False,False,42.0
2025-04-30,30,39.61980830670927,1,samosa,2,samosa,False,False,False,False,True,False,42.0
2025-04-30,38,37.0,0,sandwich,2,sandwich,False,False,False,False,False,True,39.0
2025-04-30,47,39.0,11,burger,2,burger,True,False,False,False,False,False,41.0
2025-04-30,29,28.0,1,patties,2,patties,False,False,True,False,False,False,29.0
